Date,"Total.Prec","Mean.Temp","Min.Temp","Max.Temp"
1990-01-01,NA,NA,NA,NA
1990-02-01,NA,NA,NA,NA
1990-03-01,NA,NA,NA,NA
1990-04-01,NA,NA,NA,NA
1990-05-01,NA,NA,NA,NA
1990-06-01,NA,NA,NA,NA
1990-07-01,NA,NA,NA,NA
1990-08-01,NA,NA,NA,NA
1990-09-01,NA,NA,NA,NA
1990-10-01,NA,NA,NA,NA
1990-11-01,NA,NA,NA,NA
1990-12-01,NA,NA,NA,NA
1991-01-01,NA,NA,NA,NA
1991-02-01,NA,NA,NA,NA
1991-03-01,NA,NA,NA,NA
1991-04-01,NA,NA,NA,NA
1991-05-01,NA,NA,NA,NA
1991-06-01,NA,NA,NA,NA
1991-07-01,NA,NA,NA,NA
1991-08-01,NA,NA,NA,NA
1991-09-01,NA,NA,NA,NA
1991-10-01,NA,NA,NA,NA
1991-11-01,NA,NA,NA,NA
1991-12-01,NA,NA,NA,NA
1992-01-01,NA,NA,NA,NA
1992-02-01,NA,NA,NA,NA
1992-03-01,NA,NA,NA,NA
1992-04-01,NA,NA,NA,NA
1992-05-01,NA,NA,NA,NA
1992-06-01,NA,NA,NA,NA
1992-07-01,NA,NA,NA,NA
1992-08-01,NA,NA,NA,NA
1992-09-01,NA,NA,NA,NA
1992-10-01,NA,NA,NA,NA
1992-11-01,NA,NA,NA,NA
1992-12-01,NA,NA,NA,NA
1993-01-01,NA,NA,NA,NA
1993-02-01,NA,NA,NA,NA
1993-03-01,NA,NA,NA,NA
1993-04-01,NA,NA,NA,NA
1993-05-01,NA,NA,NA,NA
1993-06-01,NA,NA,NA,NA
1993-07-01,NA,NA,NA,NA
1993-08-01,NA,NA,NA,NA
1993-09-01,NA,NA,NA,NA
1993-10-01,NA,NA,NA,NA
1993-11-01,NA,NA,NA,NA
1993-12-01,NA,NA,NA,NA
1994-01-01,NA,NA,NA,NA
1994-02-01,NA,NA,NA,NA
1994-03-01,NA,NA,NA,NA
1994-04-01,NA,NA,NA,NA
1994-05-01,NA,NA,NA,NA
1994-06-01,NA,NA,NA,NA
1994-07-01,NA,NA,NA,NA
1994-08-01,NA,NA,NA,NA
1994-09-01,NA,NA,NA,NA
1994-10-01,NA,NA,NA,NA
1994-11-01,NA,NA,NA,NA
1994-12-01,NA,NA,NA,NA
1995-01-01,NA,NA,NA,NA
1995-02-01,50.9,14.6,5.2,19.3
1995-03-01,66.6,14.2,3.7,21.3
1995-04-01,71.8,14.5,4.3,21.6
1995-05-01,62.1,14.3,3.7,23.3
1995-06-01,32.5,13.9,3.4,23
