Date,"Total.Prec","Mean.Temp","Min.Temp","Max.Temp"
1990-01-01,92.8,NA,9.2,24.6
1990-02-01,113.8,15.5,8.9,23.2
1990-03-01,98.7,16.1,9.2,23.8
1990-04-01,218.2,15.9,9.7,23.1
1990-05-01,105.8,15.9,9.5,22.9
1990-06-01,14,16.1,8.5,23.6
1990-07-01,36,15.4,6.5,23.4
1990-08-01,75.7,15.8,6.5,24.3
1990-09-01,35.8,16.1,7.3,NA
1990-10-01,296.8,15.8,9.8,22.8
1990-11-01,38.1,16.3,9.7,23.4
1990-12-01,75.9,16,9.1,23.5
1991-01-01,90.7,16,9.8,NA
1991-02-01,52.9,16.6,8.8,NA
1991-03-01,228.9,15.8,9.3,21.9
1991-04-01,111.7,15.4,7.9,NA
1991-05-01,153.3,15.7,8.7,NA
1991-06-01,40.9,15.5,7.1,NA
1991-07-01,54,14.9,6.1,NA
1991-08-01,3,15,5.8,22.9
1991-09-01,147.2,15.4,5.5,23.8
1991-10-01,95,15.1,6.8,23
1991-11-01,187.3,15,7.9,22.1
1991-12-01,112.6,15.5,8.5,22.7
1992-01-01,56.5,15.9,7.7,23.9
1992-02-01,120.8,15.8,8,23.4
1992-03-01,141.5,16.2,6.6,23.8
1992-04-01,129.7,15.7,8.2,22.6
1992-05-01,73.6,15.3,7.5,21.9
1992-06-01,10.4,15.7,6.1,23.9
1992-07-01,24.2,15,5.3,23.9
1992-08-01,NA,NA,NA,NA
1992-09-01,NA,NA,NA,NA
1992-10-01,108.4,15.3,5.8,23.6
1992-11-01,110.9,15.1,6.3,23.3
1992-12-01,89.1,15.9,7.5,23.8
1993-01-01,112.2,15.6,9.8,21.3
1993-02-01,176.3,15.1,10.3,21
1993-03-01,318.2,14.9,9.9,20.9
1993-04-01,327.8,15.7,10.3,21.7
1993-05-01,133.6,15.5,10.8,21.9
1993-06-01,4,16,10.7,22.5
1993-07-01,17.4,15.6,10,21.3
1993-08-01,12.6,15.8,10.9,21.8
1993-09-01,119.9,15.7,10.7,22.6
1993-10-01,108.6,16.1,11.6,22.4
1993-11-01,152.9,15.4,10.9,20.9
1993-12-01,268.1,16.1,10.6,21.7
1994-01-01,NA,NA,NA,NA
1994-02-01,NA,NA,NA,NA
1994-03-01,NA,NA,NA,NA
1994-04-01,NA,NA,NA,NA
1994-05-01,NA,NA,NA,NA
1994-06-01,NA,NA,NA,NA
1994-07-01,NA,NA,NA,NA
1994-08-01,NA,NA,NA,NA
1994-09-01,NA,NA,NA,NA
1994-10-01,NA,NA,NA,NA
1994-11-01,NA,NA,NA,NA
1994-12-01,NA,NA,NA,NA
1995-01-01,NA,NA,NA,NA
1995-02-01,NA,NA,NA,NA
1995-03-01,NA,NA,NA,NA
1995-04-01,NA,NA,NA,NA
1995-05-01,NA,NA,NA,NA
1995-06-01,NA,NA,NA,NA
1995-07-01,NA,NA,NA,NA
1995-08-01,NA,NA,NA,NA
1995-09-01,NA,NA,NA,NA
1995-10-01,NA,NA,NA,NA
1995-11-01,NA,NA,NA,NA
1995-12-01,NA,NA,NA,NA
1996-01-01,NA,NA,NA,NA
1996-02-01,NA,NA,NA,NA
1996-03-01,NA,NA,NA,NA
1996-04-01,NA,NA,NA,NA
1996-05-01,NA,NA,NA,NA
1996-06-01,NA,NA,NA,NA
1996-07-01,NA,NA,NA,NA
1996-08-01,NA,NA,NA,NA
1996-09-01,NA,NA,NA,NA
1996-10-01,NA,NA,NA,NA
1996-11-01,NA,NA,NA,NA
1996-12-01,NA,NA,NA,NA
1997-01-01,NA,NA,NA,NA
1997-02-01,NA,NA,NA,NA
1997-03-01,NA,NA,NA,NA
1997-04-01,NA,NA,NA,NA
1997-05-01,NA,NA,NA,NA
1997-06-01,NA,NA,NA,NA
1997-07-01,NA,NA,NA,NA
1997-08-01,NA,NA,NA,NA
1997-09-01,NA,NA,NA,NA
1997-10-01,NA,NA,NA,NA
1997-11-01,NA,NA,NA,NA
1997-12-01,NA,NA,NA,NA
1998-01-01,NA,NA,NA,NA
1998-02-01,NA,NA,NA,NA
1998-03-01,NA,NA,NA,NA
1998-04-01,NA,NA,NA,NA
1998-05-01,NA,NA,NA,NA
1998-06-01,NA,NA,NA,NA
1998-07-01,NA,NA,NA,NA
1998-08-01,NA,NA,NA,NA
1998-09-01,NA,NA,NA,NA
1998-10-01,NA,NA,NA,NA
1998-11-01,NA,NA,NA,NA
1998-12-01,NA,NA,NA,NA
1999-01-01,NA,NA,NA,NA
1999-02-01,NA,NA,NA,NA
1999-03-01,NA,NA,NA,NA
1999-04-01,NA,NA,NA,NA
1999-05-01,NA,NA,NA,NA
1999-06-01,NA,NA,NA,NA
1999-07-01,NA,NA,NA,NA
1999-08-01,NA,NA,NA,NA
1999-09-01,NA,NA,NA,NA
1999-10-01,NA,NA,NA,NA
1999-11-01,NA,NA,NA,NA
1999-12-01,NA,NA,NA,NA
